date,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,r_and_d,marketing,employee_count
2005-06-10,56077,20810,9160,2383,26107,23724,442,6066,17216,1025273201,75236,38996,36240,36070,18285,1648,14053,3789,18933,1135,1598,3670
2005-06-11,47198,17683,20317,2667,9198,6531,259,1740,4532,1025277733,74357,36839,37518,32089,21817,2612,9701,3019,19413,2533,4391,3781
2005-06-12,77717,34981,20887,4397,21849,17452,2080,3603,11769,1025289502,87105,46631,40474,34986,23474,4531,20570,8648,14623,1465,5003,3843
2005-06-13,44642,16169,30835,2054,-2362,-4416,241,0,-4657,1025284845,40600,19973,20627,21994,10196,1522,12706,4588,11645,4203,5386,3820
2005-06-14,53144,24827,19602,1589,8715,7126,952,1171,5003,1025289848,68446,27906,40540,33748,19669,3609,8020,7098,20230,1820,2987,3795
2005-06-15,83896,43370,16054,4966,24472,19506,995,3930,14581,1025304429,129943,53864,76079,74459,30784,5110,14385,10803,29458,2309,3684,3843
2005-06-16,34396,18328,10698,1794,5370,3576,302,597,2677,1025307106,45122,23365,21757,21733,9693,1822,5669,3691,11295,979,2157,3685
2005-06-17,37364,16563,13319,907,7482,6575,301,1164,5110,1025312216,46915,27054,19861,27287,11703,2188,10852,4365,15467,868,3132,3925
2005-06-18,53055,20432,27564,2957,5059,2102,1376,182,544,1025312760,57462,31349,26113,33297,13415,2507,11125,5866,16320,2826,3341,3639
2005-06-19,134208,50426,18545,5261,65237,59976,3602,14598,41776,1025354536,193352,103666,89686,110583,40581,3340,33213,11061,51038,1987,2563,3796
2005-06-20,137296,69064,14607,5375,53625,48250,3372,8717,36161,1025390697,130269,66446,63823,58286,29342,3795,29192,14748,25314,1322,2052,3980
2005-06-21,45806,20033,12926,2504,12847,10343,455,2563,7325,1025398022,45896,25101,20795,20051,9235,2040,12703,3914,13840,1757,2156,4015
2005-06-22,43364,20409,12532,961,10423,9462,561,2402,6499,1025404521,57518,33713,23805,30770,14111,1872,9837,3361,18664,1425,1917,3671
2005-06-23,36780,13534,16442,1878,6804,4926,1022,868,3036,1025407557,41623,17323,24300,19367,10087,775,6593,3804,15509,2187,2699,3512
2005-06-24,82432,39865,14807,4893,27760,22867,1108,4440,17319,1025424876,89542,53030,36512,36857,21862,3952,12837,7554,26745,2077,3205,3875
2005-06-25,55684,28103,13542,1876,14039,12163,365,3210,8588,1025433464,60156,34059,26097,32074,10921,1928,15028,7548,16642,1602,3153,3685
2005-06-26,52570,20846,14526,1416,17198,15782,363,2980,12439,1025445903,76811,46640,30171,31770,14810,1972,11127,5927,16524,1878,2787,3722
2005-06-27,25315,10727,23756,684,-9168,-9852,229,0,-10081,1025435822,37892,25825,12067,20948,6548,1289,5190,2991,4918,1923,3936,3621
2005-06-28,45781,21962,6729,2365,17090,14725,445,3958,10322,1025446144,72939,30051,42888,41431,22934,2063,10597,5834,18669,499,1596,3777
2005-06-29,60954,23603,19263,2685,18088,15403,530,3421,11452,1025457596,72872,38096,34776,31684,19220,1621,18065,4742,13861,1764,3982,3570
2005-06-30,110227,40782,10870,2425,58575,56150,566,14941,40643,1025498239,106103,74028,32075,50116,18281,3471,32998,9105,12609,1076,2077,3624
2005-07-01,84418,40705,12276,3790,31437,27647,1825,6999,18823,1025517062,104595,57374,47221,53275,27134,3320,22522,8590,27571,668,2288,3721
2005-07-02,75209,28673,10418,2080,36118,34038,606,8966,24466,1025541528,106508,58399,48109,53274,22551,2858,20604,5840,26055,963,1630,3532
2005-07-03,46203,19124,15132,1756,11947,10191,360,2690,7141,1025548669,63933,37329,26604,37242,11909,2418,10251,4051,15392,1742,1547,3876
2005-07-04,86544,35328,13165,2429,38051,35622,2151,9028,24443,1025573112,96819,54055,42764,45212,19202,4696,17003,8434,15780,1927,2103,3711
2005-07-05,83618,41921,14609,3835,27088,23253,1502,4590,17161,1025590273,105820,47755,58065,59588,25465,2257,19442,9831,32526,804,3483,3797
2005-07-06,61937,22846,23036,1925,16055,14130,1617,3392,9121,1025599394,78780,39865,38915,43254,22886,3262,10235,4403,17552,1328,2501,3896
2005-07-07,129878,62374,12301,7034,55203,48169,760,12157,35252,1025634646,138734,88283,50451,76055,29482,5636,32773,14199,20308,662,1291,3756
2005-07-08,79013,34324,16572,3646,28117,24471,2274,5432,16765,1025651411,116892,70501,46391,68839,23450,3233,18177,7636,28740,1671,2088,3690
2005-07-09,75629,40362,17787,1806,17480,15674,1358,3751,10565,1025661976,120623,52867,67756,65074,30251,5004,19109,6471,43708,1964,3278,3886
2005-07-10,41201,21372,13782,1870,6047,4177,843,756,2578,1025664554,51572,32110,19462,23968,8315,1364,9827,5772,6929,987,2936,3754
2005-07-11,56436,30096,11272,3196,15068,11872,1570,1960,8342,1025672896,68548,32139,36409,31060,18418,2173,14967,6104,22448,1390,1769,3765
2005-07-12,51136,18283,19383,2883,13470,10587,1022,1814,7751,1025680647,65586,30558,35028,27972,17386,2140,8738,2991,16715,1770,3519,3853
2005-07-13,35635,16643,10316,977,8676,7699,183,1772,5744,1025686391,44223,18574,25649,21707,11509,907,9360,2885,10809,1395,2140,3577
2005-07-14,56312,20313,8017,2577,27982,25405,826,6817,17762,1025704153,56258,23232,33026,30346,19135,1413,9817,5433,17419,475,887,4031
2005-07-15,34184,18496,16464,939,-776,-1715,838,0,-2553,1025701600,48613,19697,28916,26266,15322,2181,5712,3780,15441,2230,3193,3746
2005-07-16,73456,33423,8535,4150,31498,27348,1506,5162,20680,1025722280,95481,46729,48752,42553,27821,2175,21770,8556,32812,648,1862,3566
2005-07-17,52347,27870,17693,2701,6784,4083,1345,647,2091,1025724371,63451,28882,34569,30101,18762,2066,12137,4383,17219,2164,4354,4051
2005-07-18,43994,21239,17916,2153,4839,2686,573,413,1700,1025726071,68820,45676,23144,27900,13294,2064,11728,4718,11163,2459,4421,3696
2005-07-19,19441,10086,19551,530,-10196,-10726,264,0,-10990,1025715081,29192,19408,9784,17257,5620,940,4012,2765,3022,1947,4635,3730
2005-07-20,42292,22795,16546,1884,2951,1067,748,86,233,1025715314,45787,21521,24266,19685,9808,1394,8258,5384,9623,1795,3414,3681
2005-07-21,61191,29328,14637,2569,17226,14657,1418,2591,10648,1025725962,72822,37544,35278,33949,17760,3963,13477,5201,20161,1042,1911,3539
2005-07-22,38069,16504,18303,961,3262,2301,746,412,1143,1025727105,51596,28999,22597,21720,9677,1563,10770,2963,15970,1385,2863,3811
2005-07-23,39427,17817,12442,1644,9168,7524,244,1734,5546,1025732651,62399,35950,26449,36306,13948,2348,11000,3241,19163,888,1278,3575
2005-07-24,72424,30667,12443,2288,29314,27026,1340,6474,19212,1025751863,106591,60820,45771,55465,26949,2055,14762,6259,24970,857,1701,3586
2005-07-25,51806,27252,26731,2475,-2177,-4652,1347,0,-5999,1025745864,62851,42990,19861,32264,9959,2983,12703,6015,6858,3161,4705,3654
2005-07-26,46216,23396,7053,1656,15767,14111,280,3715,10116,1025755980,47883,23208,24675,26025,12474,2785,9224,4070,19170,935,1002,3772
2005-07-27,26833,14751,9941,1020,2141,1121,553,146,422,1025756402,32428,19157,13271,17760,7510,2175,5457,3891,10278,1224,1082,3684
2005-07-28,66945,32756,17014,2608,17175,14567,809,2728,11030,1025767432,105286,52566,52720,47319,26850,3591,10386,8730,26747,1702,1987,3685
2005-07-29,83970,37098,13485,4223,33387,29164,558,5815,22791,1025790223,99556,63693,35863,42399,15302,1870,12903,7582,18998,1413,2535,3919
2005-07-30,63656,27269,11611,3336,24776,21440,856,4361,16223,1025806446,71687,41563,30124,34026,17826,1943,18568,6348,11099,1593,2701,3898
2005-07-31,14714,6947,19775,528,-12008,-12536,237,0,-12773,1025793673,19277,13409,5868,9614,2985,786,3992,1902,2744,1969,3274,3895
2005-08-01,51424,20842,27279,2438,3303,865,285,114,466,1025794139,74906,37132,37774,41796,16275,2933,10266,6088,13492,2787,3820,3615
2005-08-02,50380,22063,10448,2354,17869,15515,1098,2777,11640,1025805779,49205,19801,29404,25229,15698,1498,14486,3866,9085,559,1882,3913
2005-08-03,69237,29922,11941,3385,27374,23989,1389,4846,17754,1025823533,72885,39890,32995,32816,14214,2258,17797,5090,18237,1612,2878,3773
2005-08-04,64391,25530,13290,1335,25571,24236,1888,5740,16608,1025840141,99189,63737,35452,47260,20792,2065,15077,5264,12129,1981,2534,3661
2005-08-05,46455,19330,25062,1180,2063,883,911,0,-28,1025840113,56369,35173,21196,28550,10301,2695,10300,4694,8155,1534,5469,3948
2005-08-06,60396,22649,24999,2101,12748,10647,1627,1925,7095,1025847208,79705,47492,32213,36938,15969,1520,16629,3467,21302,1749,5855,3787
2005-08-07,47459,16614,18529,2564,12316,9752,1359,1897,6496,1025853704,49037,33388,15649,20238,7598,1688,13359,4658,12426,2545,3920,3712
2005-08-08,45659,17033,14877,999,13749,12750,560,3278,8912,1025862616,61744,34421,27323,27255,15194,1780,7732,3212,10465,1125,3427,3690
2005-08-09,37974,17372,14223,987,6379,5392,1001,982,3409,1025866025,50428,29267,21161,23054,9212,2280,10487,4734,10772,934,1855,3761
2005-08-10,72848,30264,16176,2839,26408,23569,2165,4592,16812,1025882837,74131,35197,38934,33205,22889,1865,12522,5704,20949,1545,3206,3925
2005-08-11,36199,14041,13325,1937,8833,6896,261,1334,5301,1025888138,40021,22303,17718,16695,8809,1583,5670,2702,10095,1889,2347,3578
2005-08-12,37603,13580,12273,872,11750,10878,908,2349,7621,1025895759,45616,23590,22026,19128,11115,1556,6919,2076,8766,1614,2787,3874
2005-08-13,71629,36139,15807,3279,19683,16404,378,4270,11756,1025907515,84055,40537,43518,44734,18550,3776,18886,6971,15871,1416,3208,3927
2005-08-14,67614,29331,15852,2029,22431,20402,1446,5086,13870,1025921385,96377,42354,54023,51969,27905,3033,15944,4625,38549,1238,2141,3816
2005-08-15,39527,15064,16884,1670,7579,5909,575,1480,3854,1025925239,43235,21896,21339,21586,10142,1873,10791,2532,6855,1882,2652,3743
2005-08-16,39541,19746,15488,1330,4307,2977,929,534,1514,1025926753,62096,28870,33226,29186,15217,1306,8648,5148,13390,973,2457,3780
2005-08-17,69193,27881,15417,3745,25895,22150,838,4743,16569,1025943322,84013,43971,40042,40796,18622,2256,10695,6838,25173,858,3823,3742
2005-08-18,59723,21937,14586,1278,23200,21922,1138,4861,15923,1025959245,87944,55594,32350,44874,15338,2180,15990,5387,19031,872,2550,3542
2005-08-19,96832,48875,26302,1949,21655,19706,1350,5076,13280,1025972525,124506,71990,52516,68398,24871,3995,25784,8405,24094,1391,5786,3900
2005-08-20,89182,48999,10647,4298,29536,25238,1605,4811,18822,1025991347,105031,59946,45085,54577,21417,3784,18675,7778,24462,747,1166,3843
2005-08-21,25035,13387,11922,1324,-274,-1598,675,0,-2273,1025989074,28239,16525,11714,11848,5521,1733,7483,3997,8350,1421,1483,3757
2005-08-22,28834,12149,15211,1214,1474,260,528,0,-268,1025988806,43791,23762,20029,17998,8502,1233,7658,3115,13787,1789,3589,3965
2005-08-23,29644,13736,9876,1549,6032,4483,769,910,2804,1025991610,46707,27083,19624,21496,8295,707,4536,2810,12844,734,1632,3699
2005-08-24,77057,35059,17650,2992,24348,21356,495,5331,15530,1026007140,85017,49058,35959,35655,21040,1861,17830,8038,17754,1862,4093,3909
2005-08-25,122737,59487,15255,5380,47995,42615,3322,8706,30587,1026037727,113609,46272,67337,56373,38879,7294,33472,16291,37633,1965,2936,3686
2005-08-26,16599,6974,12314,549,-2689,-3238,310,0,-3548,1026034179,18602,12886,5716,7747,2988,622,2525,1534,3922,1070,2931,3647
2005-08-27,50069,27208,8941,1592,13920,12328,273,2500,9555,1026043734,45490,24057,21433,23382,8973,3792,7532,7793,7405,750,1471,3513
2005-08-28,33460,13268,18526,1832,1666,-166,178,0,-344,1026043390,46397,25859,20538,22114,9147,1245,5976,2620,14039,1459,3883,3592
2005-08-29,72674,27334,9901,2801,35439,32638,574,6263,25801,1026069191,85094,35587,49507,38939,21948,3254,13424,5599,17562,1285,1893,3840
2005-08-30,34396,12612,24761,1092,-2977,-4069,549,0,-4618,1026064573,44870,24501,20369,23063,11398,1419,8716,3330,6116,1504,3524,4014
2005-08-31,109419,55076,26942,4646,27401,22755,769,5066,16920,1026081493,143839,69434,74405,67592,34032,4132,22733,15845,31716,2831,6722,3661
2005-09-01,41938,20595,12162,1283,9181,7898,836,1650,5412,1026086905,61807,40512,21295,34158,10640,2365,7724,3910,13553,1721,1244,3823
2005-09-02,68453,24166,11784,1604,32503,30899,1740,7147,22012,1026108917,67446,36095,31351,37370,13138,2112,12369,5833,19100,1517,2912,3538
2005-09-03,44656,15960,14327,2097,14369,12272,1252,2251,8769,1026117686,46310,26916,19394,25724,9095,2152,12057,2646,9689,1345,2419,3950
2005-09-04,23136,9208,17536,720,-3608,-4328,581,0,-4909,1026112777,35334,15016,20318,20621,8490,898,4054,2530,7531,2456,3086,3672
2005-09-05,64286,25977,21663,1336,16646,15310,543,4115,10652,1026123429,66207,39548,26659,28321,11689,3231,18057,6892,8634,2917,4391,3968
2005-09-06,35487,12956,12828,942,9703,8761,884,1719,6158,1026129587,41864,19928,21936,17300,10155,1548,8019,2682,10237,1836,2316,3814
2005-09-07,77137,37232,27510,1636,12395,10759,1688,1690,7381,1026136968,86026,37784,48242,40023,26063,4017,17012,8031,18680,3739,6512,3845
2005-09-08,20693,7545,21461,789,-8313,-9102,486,0,-9588,1026127380,29486,15868,13618,17070,6793,473,5518,1417,5538,2971,3015,3583
2005-09-09,78193,34305,13806,4465,30082,25617,2344,4320,18953,1026146333,100205,58416,41789,58845,21812,2328,21053,9100,19822,1712,1461,3650
2005-09-10,41716,21551,17808,2205,2357,152,658,0,-506,1026145827,59981,37430,22551,25505,10873,2306,6360,6125,11864,1158,4081,3907
2005-09-11,39595,16385,21343,1961,1867,-94,310,0,-404,1026145423,61185,29003,32182,32323,13124,1080,8108,4689,12784,1623,2960,3786
2005-09-12,39337,19041,11987,1138,8309,7171,772,1473,4926,1026150349,57507,28321,29186,33015,16986,1258,6458,3543,22308,668,1962,3666
2005-09-13,22436,11915,22769,1172,-12248,-13420,495,0,-13915,1026136434,33854,14084,19770,17994,9798,1307,6545,2042,12109,1444,5647,3997
2005-09-14,52439,24478,7677,1714,20284,18570,1126,3288,14156,1026150590,73483,39342,34141,39884,20236,2620,11730,5727,24617,786,1275,3800
2005-09-15,91574,34839,11401,1899,45334,43435,2522,9091,31822,1026182412,130397,89901,40496,57607,24269,3779,15321,10415,12910,1372,2737,3454
2005-09-16,59215,20931,19049,2569,19235,16666,1476,4051,11139,1026193551,53747,31909,21838,22919,9812,2135,17590,5023,10516,2645,4712,3918
2005-09-17,76116,36506,19889,4238,19721,15483,1180,3529,10774,1026204325,79490,32494,46996,45076,27898,2784,21017,7263,29943,2384,4656,3959
2005-09-18,35338,13177,18743,1300,3418,2118,209,449,1460,1026205785,35050,15077,19973,18790,8766,1812,8205,3724,13361,2621,4153,3985
2005-09-19,51847,20059,13086,2960,18702,15742,302,3218,12222,1026218007,78006,37615,40391,45953,19543,1009,15325,3534,24917,1715,2582,3796
2005-09-20,49871,18307,12997,2880,18567,15687,1432,3166,11089,1026229096,66917,30591,36326,39381,16865,2065,14174,5118,17767,1135,2929,3813
2005-09-21,55101,24659,13026,2131,17416,15285,322,3474,11489,1026240585,86769,37300,49469,41473,20240,1509,10339,4705,15208,1354,1907,3933
2005-09-22,98606,38086,14386,2808,46134,43326,1793,10672,30861,1026271446,154301,94259,60042,65136,24235,3940,20784,7910,39259,1304,1969,4048
2005-09-23,44379,18877,12632,1612,12870,11258,1137,2141,7980,1026279426,57141,25182,31959,23254,17787,2465,6696,5175,14565,1632,2243,3835
2005-09-24,37496,18427,16417,984,2652,1668,690,272,706,1026280132,56311,39252,17059,31016,10026,2607,9098,4645,13223,1121,2739,3634
2005-09-25,89179,43853,19709,4650,25617,20967,606,4371,15990,1026296122,109062,72633,36429,57294,19272,6277,24604,9231,18794,2794,3821,3502
2005-09-26,78945,29127,12591,3771,37227,33456,1541,8733,23182,1026319304,100116,61488,38628,60022,19379,4052,19617,7283,16013,1624,1298,3739
2005-09-27,61745,26167,10143,3438,25435,21997,403,5866,15728,1026335032,58038,28626,29412,26667,14333,3532,9754,4871,10582,1390,1084,3760
2005-09-28,49251,22768,18608,2404,7875,5471,700,1061,3710,1026338742,67582,31345,36237,39281,19852,3168,14775,5300,24955,998,3227,3685
2005-09-29,45848,22386,21582,1081,1880,799,516,75,208,1026338950,72648,48279,24369,40162,11184,3206,8511,4409,13023,2807,2499,3799
2005-09-30,58827,21524,16612,1421,20691,19270,1095,3296,14879,1026353829,77530,52736,24794,34220,11141,2652,9572,4006,14518,1748,4116,3823
2005-10-01,37036,15092,22498,1624,-554,-2178,196,0,-2374,1026351455,54361,36603,17758,29827,8965,1940,6352,3940,13943,2040,5398,3668
2005-10-02,33948,18273,14384,1054,1291,237,671,0,-434,1026351021,40485,20651,19834,16911,11495,2562,6380,4609,7307,936,1954,3703
2005-10-03,65186,33593,19072,3396,12521,9125,1346,2080,5699,1026356720,61774,37450,24324,34648,14444,2692,16026,9957,17997,1072,3210,3832
2005-10-04,51549,20438,13364,1531,17747,16216,646,3940,11630,1026368350,78991,51817,27174,34174,13165,1990,11006,5748,10742,762,1636,3533
2005-10-05,70393,26405,16411,2439,27577,25138,1050,4456,19632,1026387982,97150,61363,35787,45370,14560,2052,19190,5572,13798,1227,2254,3899
2005-10-06,44082,23471,16674,2468,3937,1469,221,238,1010,1026388992,69447,42680,26767,34974,15669,3003,8249,4704,11337,1552,4055,3817
2005-10-07,39068,20543,11177,940,7348,6408,456,1079,4873,1026393865,57437,36747,20690,25974,10300,2890,8935,4807,11091,820,2148,3901
2005-10-08,22340,9772,11513,957,1055,98,637,0,-539,1026393326,22016,13861,8155,9712,4887,1446,3844,1798,6169,1417,1829,3870
2005-10-09,67499,28079,13399,4031,26021,21990,915,4945,16130,1026409456,106486,73471,33015,52788,14219,2751,12086,7691,22338,1563,2056,3879
2005-10-10,49132,21889,10324,2552,16919,14367,384,3751,10232,1026419688,73342,36486,36856,37076,19445,2528,10462,4966,13612,1110,1150,3469
2005-10-11,69780,35773,20552,1796,13455,11659,1475,2636,7548,1026427236,92104,62716,29388,41803,15049,4865,17253,7592,18333,2147,4558,3949
2005-10-12,37462,19776,23872,1781,-6186,-7967,868,0,-8835,1026418401,46928,21933,24995,23331,11311,1132,11000,4599,7527,2739,3902,3856
2005-10-13,46864,16819,14068,1091,15977,14886,1132,3449,10305,1026428706,65523,30983,34540,26756,19785,2192,9181,3166,17607,1861,3036,3601
2005-10-14,28111,14582,9010,1314,4519,3205,251,578,2376,1026431082,38113,19850,18263,20163,10629,1352,6037,3341,12491,504,2016,3786
2005-10-15,67494,35365,13633,2059,18496,16437,1507,3039,11891,1026442973,102530,70267,32263,42328,15236,1896,11166,7740,25378,2038,2076,3647
2005-10-16,57204,30504,12186,3367,14514,11147,1571,2297,7279,1026450252,89105,42026,47079,42705,19870,1550,11601,7953,25391,1233,1781,4066
2005-10-17,92244,33129,12312,2137,46803,44666,2763,10487,31416,1026481668,119359,47949,71410,60354,31899,1679,20294,5962,31034,1553,2762,4032
2005-10-18,42475,20647,15918,2260,5910,3650,613,796,2241,1026483909,66615,29133,37482,39185,20635,1587,8514,5928,26857,2152,3780,3949
2005-10-19,66107,28707,11957,3875,25443,21568,546,4161,16861,1026500770,73906,48754,25152,37689,12196,4050,11411,6517,7716,1469,1878,3673
2005-10-20,46874,19439,11001,1484,16434,14950,1017,3637,10296,1026511066,59181,37401,21780,33675,12753,2488,11148,3529,8649,1327,1115,3961
2005-10-21,60483,21169,15340,2045,23974,21929,1282,5362,15285,1026526351,79017,48906,30111,42010,14421,3070,13952,3718,14084,969,3368,3375
2005-10-22,31452,13855,11777,1886,5820,3934,920,802,2212,1026528563,50071,24778,25293,25733,12441,859,5869,2386,19404,1239,2362,3970
2005-10-23,109446,39346,15257,4675,54843,50168,885,10400,38883,1026567446,131200,63115,68085,71124,38993,3755,17047,7227,32384,986,1618,3943
2005-10-24,32420,13973,19098,1411,-651,-2062,180,0,-2242,1026565204,40125,19659,20466,17321,9868,713,9126,3420,7768,1312,2235,3666
2005-10-25,81003,38248,21314,4585,21441,16856,1941,2760,12155,1026577359,77999,54121,23878,46234,11498,4276,12724,9652,15819,1164,3863,3467
2005-10-26,46674,24591,15549,2029,6534,4505,394,1017,3094,1026580453,73632,34551,39081,43346,18239,3467,8325,7190,26831,1424,3111,3654
2005-10-27,41000,19125,15428,1937,6447,4510,253,965,3292,1026583745,57396,24910,32486,33383,16338,1378,9682,3849,18511,1717,2087,3846
2005-10-28,80276,29907,12695,2281,37674,35393,838,8793,25762,1026609507,113070,54592,58478,45920,32060,2240,15799,5194,40682,1496,2547,3875
