week,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,capex,dividends,r_and_d,marketing_expense,employee_count
2022-09-18,57027,30700,9375,1643,16952,15309,785,3800,10724,504990948,80816,40002,40814,48326,22357,2007,10141,5648,16606,2551,1212,899,1116,1667
2022-09-25,19313,9342,12379,513,-2408,-2921,278,0,-3199,504987749,30359,18311,12048,14614,5329,592,5113,2659,7632,1271,0,1379,2237,1687
2022-10-02,28603,13893,11787,1037,2923,1886,525,298,1063,504988812,39329,21443,17886,15818,8562,978,6029,4126,11360,1719,149,882,1616,1813
2022-10-09,41985,17734,10860,2396,13391,10995,210,1992,8793,504997605,54555,37833,16722,23675,6903,2246,11793,4383,12551,1421,834,870,1236,1616
2022-10-16,68314,32021,10354,3308,25939,22631,754,5691,16186,505013791,106702,70661,36041,56606,16047,2547,15624,9207,11100,2902,888,1153,1594,1672
2022-10-23,36054,12692,13346,1325,10016,8691,368,2001,6322,505020113,43627,22150,21477,22791,11997,662,5528,3127,15603,695,435,1929,1884,1807
2022-10-30,30093,14361,7774,1225,7958,6733,339,1278,5116,505025229,39708,16425,23283,22140,13059,2074,7749,2226,13050,473,290,913,1373,1711
2022-11-06,81066,43180,13397,1894,24489,22595,2039,4717,15839,505041068,99990,65362,34628,45073,15285,2892,13500,12933,21146,3565,1091,1719,3308,1680
2022-11-13,21783,10293,9618,1294,1872,578,261,81,236,505041304,33829,22779,11050,18698,5162,524,5847,1697,3820,425,21,834,1141,1776
2022-11-20,16431,8622,7777,767,32,-735,161,0,-896,505040408,15663,10121,5542,8420,2366,636,2879,2176,2861,616,0,601,1213,1722
2022-11-27,48110,23805,9720,1511,14585,13074,847,2812,9415,505049823,60175,26380,33795,27955,14019,1750,9709,4474,13979,1899,628,928,2331,1703
2022-12-04,33640,12585,16287,1461,4768,3307,896,508,1903,505051726,46452,32487,13965,23649,8357,1160,8887,2628,5965,834,180,2129,3771,1732
2022-12-11,27855,14777,9814,679,3264,2585,307,632,1646,505053372,40510,19347,21163,17397,11240,2099,8165,3648,11683,1279,138,939,1562,1691
2022-12-18,56684,20593,11862,3324,24229,20905,395,5052,15458,505068830,74149,45769,28380,36371,14429,2840,11661,4437,20043,1284,1496,1597,2430,1675
2022-12-25,47930,21894,9537,1294,16499,15205,667,3210,11328,505080158,73632,49511,24121,42430,13341,2095,13152,4107,16207,2029,1053,1420,1079,1722
2023-01-01,35300,13358,13414,1621,8528,6907,836,1263,4808,505084966,55047,25911,29136,26656,16550,1217,6305,2674,17350,2311,550,767,2775,1679
2023-01-08,26942,9493,13537,803,3912,3109,506,659,1944,505086910,25461,17122,8339,14460,4681,1002,7303,1910,4751,725,279,738,3329,1732
2023-01-15,64709,28110,19973,3151,16626,13475,1645,2416,9414,505096324,76464,37685,38779,39612,15640,2090,16088,8261,19919,1219,572,1297,3608,1751
2023-01-22,60026,24551,11528,3066,23947,20881,1740,3774,15367,505111691,55009,38117,16892,24115,7388,1356,10739,6624,13283,2143,921,1020,2015,1777
2023-01-29,45030,20137,14702,2114,10191,8077,1117,1622,5338,505117029,50911,24660,26251,26281,13939,2898,8798,4406,15228,889,722,928,1883,1793
2023-02-05,99124,46136,12175,4419,40813,36394,1992,7190,27212,505144241,126463,86758,39705,63383,18866,3168,16828,8303,16953,5001,2739,1669,2375,1718
2023-02-12,31147,11174,15791,1735,4182,2447,540,463,1444,505145685,47890,19925,27965,22974,16681,780,6461,3035,11607,1397,183,826,2978,1765
2023-02-19,26149,9795,9360,605,6994,6389,157,1195,5037,505150722,39030,23917,15113,16546,8056,953,4721,1700,9154,1099,360,764,1851,1766
2023-02-26,36697,16944,13209,1220,6544,5324,1087,1040,3197,505153919,36303,20316,15987,17547,9453,1680,9049,3077,8975,1599,425,904,1373,1760
2023-03-05,47693,19966,10601,1428,17126,15698,696,3125,11877,505165796,46030,25011,21019,19082,9254,1035,14269,4091,6387,1765,1691,1518,1933,1721
2023-03-12,53625,26589,11114,3192,15922,12730,472,2207,10051,505175847,70382,32872,37510,29543,21485,1723,8140,7499,26821,796,1141,1300,2103,1695
2023-03-19,44166,21220,10768,1571,12178,10607,957,1859,7791,505183638,56200,34376,21824,27155,10132,1863,10208,3602,14231,1228,472,1520,1412,1774
2023-03-26,55877,29007,11891,2755,14979,12224,677,3157,8390,505192028,60708,27758,32950,27991,19701,3434,13190,4883,20789,2722,1171,1751,1561,1665
2023-04-02,29304,14315,12176,1389,2813,1424,576,226,622,505192650,44824,25364,19460,26227,8398,1043,8414,3208,6507,481,80,1214,1722,1738
2023-04-09,85629,37333,13451,2439,34845,32406,1684,6248,24474,505217124,132653,63139,69514,63029,34984,3446,19344,7148,33438,4220,3061,988,2781,1626
2023-04-16,46158,22368,18029,1364,5761,4397,745,942,2710,505219834,54551,37459,17092,30089,9547,2365,10688,5263,13121,2134,145,1251,3442,1689
2023-04-23,73889,29931,14141,2309,29817,27508,1914,6164,19430,505239264,112549,45986,66563,56955,32385,4156,16311,6517,48677,3925,2524,1022,3208,1713
2023-04-30,53617,22051,14075,1954,17491,15537,623,4133,10781,505250045,62666,28821,33845,33891,16706,1822,10205,4746,14986,2533,688,1701,2032,1814
2023-05-07,55432,28148,9897,1628,17387,15759,899,3230,11630,505261675,78479,37096,41383,35474,24717,1783,8781,4695,15665,3063,840,535,2344,1795
2023-05-14,57208,25131,9683,1189,22394,21205,1055,5000,15150,505276825,70547,36982,33565,41509,16281,2486,12088,4301,17606,2658,1632,534,2048,1735
2023-05-21,53679,27359,14357,2962,11963,9001,1159,1461,6381,505283206,52917,24861,28056,26777,14612,3411,8475,7473,13408,2268,488,1591,2286,1800
2023-05-28,57122,29388,15911,3349,11823,8474,1405,1553,5516,505288722,88514,48453,40061,50122,16461,1792,13285,8313,25684,3171,641,1817,1818,1810
2023-06-04,73930,38555,16674,2489,18701,16212,1099,4177,10936,505299658,90037,59581,30456,42588,17312,3565,14497,7140,23854,2350,1212,1943,2310,1759
2023-06-11,46195,24637,10644,1549,10914,9365,977,1962,6426,505306084,65326,40085,25241,27440,13368,1276,10627,4115,12154,1886,391,928,2592,1700
2023-06-18,55719,24304,10614,1130,20801,19671,488,4005,15178,505321262,64468,37004,27464,34474,13205,1297,9480,3840,9094,2493,1755,1386,1556,1761
2023-06-25,39775,16458,7519,1878,15798,13920,1126,2457,10337,505331599,36323,15499,20824,14586,8397,1618,11531,3970,15593,1636,1472,777,1124,1768
2023-07-02,72080,33621,10041,3822,28418,24596,1051,5895,17650,505349249,69944,42540,27404,34626,14204,2684,20484,8651,8741,1461,1167,608,1290,1713
2023-07-09,30395,12895,16140,786,1360,574,706,0,-132,505349117,37913,17058,20855,16627,8395,1735,5425,2655,16191,898,0,2094,3567,1795
2023-07-16,80571,37886,9529,2126,33156,31030,444,6649,23937,505373054,111428,70858,40570,58553,16238,4176,16236,9545,25652,5263,2015,1385,1347,1792
2023-07-23,38004,18664,13161,1961,6179,4218,385,1054,2779,505375833,43108,20477,22631,25687,11841,1780,9198,4796,17445,1429,267,737,1968,1802
2023-07-30,21495,10483,12014,960,-1002,-1962,369,0,-2331,505373502,29810,15654,14156,14693,6198,952,3533,3043,5660,511,0,1071,1948,1795
2023-08-06,39624,16837,13977,864,8810,7946,1068,1447,5431,505378933,55040,27803,27237,31015,11940,1679,8051,2689,8725,2012,464,1380,2307,1820
2023-08-13,28381,10880,8944,1274,8557,7283,516,1841,4926,505383859,39528,25995,13533,19826,7181,588,5326,1946,7363,1962,261,578,1446,1776
2023-08-20,51755,22571,12326,1675,16858,15183,1462,2910,10811,505394670,64423,28215,36208,32158,14872,3144,14871,3618,19020,2766,1602,1686,2164,1797
2023-08-27,28322,10720,5076,984,12526,11542,484,2269,8789,505403459,43628,24855,18773,25570,8686,1606,7870,3004,8743,1738,989,398,1128,1768
2023-09-03,30664,16191,10141,1557,4332,2775,529,524,1722,505405181,38098,16863,21235,22020,9129,1103,7267,4354,16538,698,172,1301,2260,1761
2023-09-10,17204,7211,6964,902,3029,2127,138,522,1467,505406648,20906,12783,8123,11648,4192,447,3923,1703,5778,942,130,815,1530,1859
2023-09-17,30632,11667,16249,1103,2716,1613,768,161,684,505407332,31844,21384,10460,14624,5568,751,8871,1896,6598,988,71,1784,1871,1691
2023-09-24,13985,4966,15255,810,-6236,-7046,156,0,-7202,505400130,15598,8273,7325,7939,3986,577,4054,948,2794,711,0,1056,3355,1839
2023-10-01,19706,9442,13150,715,-2886,-3601,542,0,-4143,505395987,18319,10010,8309,8148,3748,1097,5821,1838,5543,425,0,948,1552,1766
2023-10-08,50804,24253,17283,2585,9268,6683,1411,1045,4227,505400214,68254,46292,21962,33361,9177,3269,8576,5678,14572,852,407,946,2052,1761
2023-10-15,51914,21706,9038,2043,21170,19127,1484,4432,13211,505413425,55754,31016,24738,27701,10284,2717,9037,4096,12679,1619,1025,669,2189,1814
2023-10-22,45550,16596,21177,2546,7777,5231,820,964,3447,505416872,50693,27693,23000,28709,11160,1576,11456,2671,17535,1054,234,1790,4721,1728
2023-10-29,26493,11443,15245,1492,-195,-1687,581,0,-2268,505414604,38139,21873,16266,22090,9583,1273,6126,2971,6238,1473,0,2032,2788,1763
2023-11-05,38900,16036,10194,914,12670,11756,952,2791,8013,505422617,43920,26649,17271,21210,7660,1906,5943,3125,7490,2121,1076,883,2357,1763
2023-11-12,40292,19559,15611,2315,5122,2807,333,684,1790,505424407,43094,18619,24475,17390,11047,1981,6418,4261,8116,1622,117,1959,3878,1796
2023-11-19,25856,12182,8042,1371,5632,4261,518,721,3022,505427429,26330,17018,9312,15070,3913,1189,7323,2061,6497,1197,161,755,1541,1769
2023-11-26,76405,32313,8873,3947,35219,31272,448,6845,23979,505451408,110207,58482,51725,47924,26955,3700,21419,8737,31598,3099,1791,1140,1703,1891
2023-12-03,60622,23860,10151,1700,26611,24911,1057,5441,18413,505469821,60064,25329,34735,31496,18617,2523,12342,5603,15890,2455,2725,1499,2164,1902
2023-12-10,39816,21804,10319,2079,7693,5614,353,1145,4116,505473937,48481,30827,17654,19635,9332,2494,11294,6219,6742,2120,547,763,1391,1713
2023-12-17,44792,19744,8979,2419,16069,13650,429,2860,10361,505484298,56207,28839,27368,26974,15661,2197,10708,4429,8760,2160,1135,1223,1123,1843
2023-12-24,49042,23916,16661,1548,8465,6917,693,1153,5071,505489369,67735,29134,38601,40451,19196,2916,13285,6965,14799,2053,725,1869,3564,1861
2023-12-31,20285,7670,11703,1178,912,-266,321,0,-587,505488782,27249,16081,11168,11448,4768,877,4343,2177,5882,955,0,1542,1776,1847
2024-01-07,42265,18897,12431,930,10937,10007,870,2043,7094,505495876,62024,41186,20838,30065,9541,1927,7059,4469,8827,2358,1052,1432,1495,1788
2024-01-14,36058,12819,9963,937,13276,12339,247,2412,9680,505505556,33582,22377,11205,15496,5967,1515,7755,3719,4812,676,771,921,1467,1811
2024-01-21,32170,14512,7309,1335,10349,9014,566,2210,6238,505511794,35629,24488,11141,20701,5823,1378,7032,2880,8220,1510,462,532,1124,1787
2024-01-28,43446,23583,12091,1870,7772,5902,416,1428,4058,505515852,47621,31445,16176,27328,8188,1749,10107,4831,9019,2286,462,689,2960,1805
2024-02-04,100859,43051,6192,4620,51616,46996,1952,10299,34745,505550597,101082,40498,60584,45238,32509,2159,16726,6751,40266,2892,3051,641,1267,1768
2024-02-11,64071,22925,12582,1325,28564,27239,1341,5435,20463,505571060,70633,36310,34323,29400,18105,2430,19139,5465,10910,2687,2305,1875,2260,1824
2024-02-18,39742,14156,7669,2322,17917,15595,752,3619,11224,505582284,44385,28653,15732,23321,9066,1544,7417,3656,7592,1752,904,949,1881,1757
2024-02-25,63139,26998,22480,1375,13661,12286,1481,2256,8549,505590833,79891,40734,39157,37331,20252,3974,11351,7182,21129,2915,956,1860,5293,1823
2024-03-03,88198,33692,14221,2269,40285,38016,1181,7500,29335,505620168,120354,69861,50493,64319,28060,2902,20199,5811,19854,3837,2276,1887,2514,1773
2024-03-10,73065,25914,12817,1502,34334,32832,1763,7862,23207,505643375,85250,49607,35643,34648,16030,2317,16847,5614,12835,3859,1279,1626,3023,1847
2024-03-17,51681,25905,16845,2205,8931,6726,818,1087,4821,505648196,72541,36960,35581,30952,19058,1818,11162,4573,26157,2028,681,1317,2706,1805
2024-03-24,38873,17170,8467,2227,13236,11009,665,1960,8384,505656580,44133,29628,14505,23712,8419,980,10332,4281,11165,549,1160,435,1139,1855
2024-03-31,66311,27045,14419,3093,24847,21754,1406,3676,16672,505673252,73154,40306,32848,32369,15673,3442,15086,4697,11149,3203,2452,891,1945,1896
2024-04-07,58359,30931,12076,3088,15352,12264,319,2333,9612,505682864,74631,40259,34372,42653,19105,2319,14091,8835,16310,2758,1169,1663,2407,1923
2024-04-14,70787,26420,12699,1453,31668,30215,1511,5365,23339,505706203,64883,45370,19513,26714,10634,2930,18303,4877,15203,2853,2760,1697,2224,1719
2024-04-21,63204,34205,16119,2634,12880,10246,1293,2503,6450,505712653,60414,33110,27304,26769,11247,4063,9718,6626,9327,939,683,1282,3205,1806
2024-04-28,73791,30460,13918,2832,29413,26581,941,5356,20284,505732937,88002,39911,48091,52776,24829,2958,17385,8457,29904,988,1270,1093,2824,1834
2024-05-05,38666,20403,12587,1545,5676,4131,276,751,3104,505736041,60320,33413,26907,29353,11463,2808,10928,4464,21152,2858,214,1627,1301,1874
2024-05-12,80023,37658,6725,1832,35640,33808,582,6781,26445,505762486,112437,72432,40005,60783,23742,3554,12212,5784,31568,1789,2088,967,727,1770
2024-05-19,50376,25961,9773,2387,14642,12255,1415,2966,7874,505770360,48446,30669,17777,21148,9996,2038,10618,5820,9522,2053,1095,1250,1758,1805
2024-05-26,105079,57457,10470,4217,37152,32935,2336,7099,23500,505793860,156822,99829,56993,81857,24048,8021,30361,9347,21736,6732,1581,1158,1347,1862
2024-06-02,34202,13944,12364,1731,7894,6163,280,1274,4609,505798469,48314,29588,18726,26342,7946,1899,6942,4153,7510,1853,656,918,2409,1862
2024-06-09,88687,48088,7951,3495,32648,29153,1234,7464,20455,505818924,117746,56078,61668,54504,31999,3193,19406,11455,45930,1796,2092,816,1454,1878
2024-06-16,47103,20155,23943,1224,3005,1781,933,186,662,505819586,69439,45734,23705,39287,11117,1060,14000,3799,17917,2548,80,1756,4498,1883
2024-06-23,32949,14073,20672,1513,-1796,-3309,853,0,-4162,505815424,38975,26037,12938,20294,5266,830,5927,3301,7814,1776,0,2704,3005,1880
2024-06-30,34625,14476,13509,931,6640,5709,211,1104,4394,505819818,36531,16740,19791,17455,10060,1139,5533,2338,13519,987,338,1198,2647,1874
2024-07-07,36346,16657,13520,1995,6169,4174,397,823,2954,505822772,45738,20085,25653,23396,12251,2452,10137,4497,17187,1214,431,1803,3034,1869
2024-07-14,48171,18345,10696,2145,19130,16985,1312,3317,12356,505835128,61861,42850,19011,31880,7989,1942,13501,5298,11994,1714,947,943,2671,1901
2024-07-21,49363,22744,9549,1298,17070,15772,258,3843,11671,505846799,63028,41630,21398,27298,11991,1986,10900,6395,15270,838,930,1264,2156,1758
2024-07-28,31405,14394,12529,1837,4482,2645,315,487,1843,505848642,40687,27178,13509,19552,7876,1999,7133,2897,8682,1859,129,1044,2301,1949
2024-08-04,38657,19421,14120,1575,5116,3541,1120,576,1845,505850487,60463,40263,20200,28338,11137,1851,10645,3862,11453,2707,116,1327,1822,1763
2024-08-11,91040,47043,8458,2086,35539,33453,1851,5897,25705,505876192,139434,78432,61002,66953,34435,3835,23742,7304,25528,6960,1885,943,1710,1821
2024-08-18,76515,33520,13528,3449,29467,26018,883,5005,20130,505896322,115767,68756,47011,63929,20840,4831,14520,8303,31589,3867,2300,771,3255,1865
2024-08-25,45395,18633,10901,1368,15861,14493,303,3132,11058,505907380,66322,37380,28942,32929,13102,2515,6924,4290,15534,2656,1056,1579,1437,1912
2024-09-01,38587,15507,6408,2012,16672,14660,220,3952,10488,505917868,60211,25009,35202,35408,15549,2084,8565,3395,15749,1090,1105,688,887,1731
2024-09-08,39850,15499,10191,2101,14160,12059,443,2529,9087,505926955,38613,24081,14532,17713,8036,1569,11112,4435,10187,1417,566,1027,1247,1881
2024-09-15,48642,17586,10394,2878,20662,17784,1315,4058,12411,505939366,52805,29127,23678,25512,13960,2268,13833,3081,15352,1900,1616,1392,2188,1923
2024-09-22,25393,10627,20934,1018,-6168,-7186,391,0,-7577,505931789,31653,18812,12841,17643,6977,722,7451,1609,9870,1458,0,2859,3370,1935
2024-09-29,34730,14033,15170,1327,5527,4200,799,655,2746,505934535,51837,28551,23286,26396,13420,1506,9792,2259,8912,2241,143,1551,1660,1852
2024-10-06,19934,10830,7917,999,1187,188,557,0,-369,505934166,24990,13683,11307,12730,5967,1607,4724,1987,7062,1188,0,1130,1831,1874
2024-10-13,46107,21280,15416,1166,9411,8245,701,1588,5956,505940122,65639,29638,36001,26956,17192,1683,9991,3298,15197,2938,339,871,2831,1860
2024-10-20,51599,21643,8053,2161,21903,19742,505,3766,15471,505955593,51458,24886,26572,24685,12891,2801,13737,4879,19977,2303,1999,494,1205,1873
2024-10-27,33327,15533,17262,1395,532,-863,597,0,-1460,505954133,35883,16063,19820,16296,8227,1539,8697,3062,6932,450,0,1893,2617,1843
2024-11-03,77140,29147,11441,1819,36552,34733,2137,8347,24249,505978382,108940,49971,58969,65350,23959,1573,17798,5161,37037,4776,3400,977,1642,1851
2024-11-10,25615,11240,10840,941,3535,2594,643,354,1597,505979979,26007,17994,8013,12007,4320,1420,4178,2951,5573,892,118,1045,1825,1919
2024-11-17,23713,11270,17364,1284,-4921,-6205,158,0,-6363,505973616,27174,12118,15056,15677,7343,753,6851,2036,7189,685,0,1438,2614,1906
2024-11-24,47481,21261,8281,2576,17939,15363,1060,3117,11186,505984802,51536,24778,26758,27584,13658,2406,10367,5382,20793,632,766,749,1509,1926
2024-12-01,67248,28941,7633,1612,30674,29062,1298,6404,21360,506006162,76992,44438,32554,36046,16652,1695,13752,5857,23614,2857,1861,1010,1649,1914
2024-12-08,88415,48519,10816,2089,29080,26991,2448,5799,18744,506024906,123412,71956,51456,62781,23437,7020,21612,11003,23017,2854,1916,1183,2176,1940
2024-12-15,38226,20109,18195,1166,-78,-1244,308,0,-1552,506023354,44246,19742,24504,25136,12134,1592,9598,5833,7444,1270,0,2724,2623,1950
2024-12-22,71993,34174,7680,3959,30139,26180,1321,5208,19651,506043005,92776,59202,33574,53501,16591,2483,13074,5318,15052,3458,2387,988,1377,1821
2024-12-29,46849,21732,5098,1179,20019,18840,1264,4453,13123,506056128,45441,28881,16560,19634,7910,1367,12909,4891,7297,2112,1369,394,1152,1867
2025-01-05,45128,21397,11753,2202,11978,9776,688,2428,6660,506062788,66045,31120,34925,30903,19702,3094,8732,5952,26019,2841,885,898,1296,1900
2025-01-12,69901,27280,14386,1681,28235,26554,1192,5054,20308,506083096,81010,39419,41591,37835,20389,3306,12443,6498,32589,2270,1567,1203,1608,1912
2025-01-19,64604,27717,17644,2902,19243,16341,437,3018,12886,506095982,87472,59603,27869,35724,14512,3442,13629,5309,9342,2232,1808,2370,3236,1881
2025-01-26,26817,9598,10424,918,6795,5877,321,1499,4057,506100039,37752,24452,13300,19618,7702,959,6961,2012,7124,740,608,550,2042,1962
2025-02-02,91917,40913,11813,4739,39191,34452,1205,7148,26099,506126138,96215,58628,37587,54935,21547,3988,27099,10312,21581,2395,3704,863,1556,2017
2025-02-09,89236,40924,17715,2619,30597,27978,2555,5978,19445,506145583,135574,57574,78000,64576,45091,2496,24218,11607,27024,1958,2485,2489,3752,1929
2025-02-16,40295,15939,7429,1836,16927,15091,486,3154,11451,506157034,53647,28190,25457,29399,11558,1689,11728,2489,12442,2620,1503,847,1463,1926
2025-02-23,60957,33088,11703,1794,16166,14372,1007,2574,10791,506167825,73155,41537,31618,38446,12868,2471,10429,5318,14498,2411,1159,851,2791,1966
2025-03-02,63623,33840,12699,3089,17084,13995,1386,3013,9596,506177421,65381,29828,35553,31064,16078,4999,10223,6726,20195,988,662,913,1592,1832
2025-03-09,58047,28700,13994,3190,15353,12163,526,2706,8931,506186352,90531,48386,42145,38766,19207,3721,13563,5307,26576,2183,1051,1907,2977,1929
2025-03-16,41955,19160,11385,1052,11410,10358,720,1930,7708,506194060,59935,34781,25154,32477,14636,1749,8120,3635,16394,1911,935,1587,1281,1978
2025-03-23,39880,20897,12197,2180,6786,4606,936,826,2844,506196904,41699,20775,20924,23807,11087,1361,10935,3828,7708,1306,422,922,2254,1898
2025-03-30,51432,19345,6233,2250,25854,23604,1372,5774,16458,506213362,58447,37072,21375,31396,8899,2486,12899,3470,15101,667,1714,574,1139,1871
2025-04-06,82575,41957,11100,2071,29518,27447,1706,6153,19588,506232950,121119,78986,42133,48881,17994,2610,24410,7116,26934,5818,1511,1481,1757,1925
2025-04-13,63715,23891,14599,2364,25225,22861,1384,4074,17403,506250353,88371,43928,44443,39170,19161,1647,11992,6931,33089,1857,2060,1856,3309,1933
2025-04-20,43790,22282,9716,1158,11792,10634,357,2413,7864,506258217,62885,40976,21909,26028,11526,1585,9759,3824,11495,670,1163,1277,978,1892
2025-04-27,68403,27714,13448,3284,27241,23957,1959,5506,16492,506274709,82688,35645,47043,42508,25736,2929,15403,5007,35139,1080,1117,1370,2394,2044
2025-05-04,15878,8343,15232,800,-7697,-8497,132,0,-8629,506266080,22254,14494,7760,12269,4438,1074,2951,1560,5687,739,0,2150,2019,1917
2025-05-11,77489,41752,11015,1878,24722,22844,1888,5090,15866,506281946,90704,40438,50266,38288,29563,3400,18482,12106,26098,1407,1653,910,2330,1885
2025-05-18,24043,9131,11953,968,2959,1991,279,334,1378,506283324,25194,10704,14490,14302,6381,534,5205,2405,7108,294,92,785,1273,1940
2025-05-25,41053,18167,9170,2159,13716,11557,1163,2609,7785,506291109,55129,32666,22463,28177,10377,1752,8909,4877,17216,1388,407,1108,2061,1992
2025-06-01,29823,16289,12151,1713,1383,-330,686,0,-1016,506290093,47216,25571,21645,25402,9698,2033,6096,2699,14233,1648,0,1263,2743,1949
2025-06-08,27331,12208,14865,1108,258,-850,652,0,-1502,506288591,30540,20534,10006,18149,4720,881,4169,3363,7646,442,0,2014,3344,1974
2025-06-15,71712,37485,13767,4160,20460,16300,751,3439,12110,506300701,87681,44626,43055,36540,25098,2699,16373,7918,30073,1976,658,800,1692,1908
2025-06-22,36730,17180,10199,1522,9351,7829,590,1544,5695,506306396,50386,24495,25891,29236,13334,2486,7357,3254,15655,1346,529,1370,1984,2028
2025-06-29,49991,21249,13760,1788,14982,13194,1022,3006,9166,506315562,63941,35182,28759,27189,15750,3090,7509,5022,10294,1047,1157,1092,1406,1983
2025-07-06,41995,17099,14559,2265,10337,8072,1018,1422,5632,506321194,62589,33597,28992,29955,14439,2549,8239,4674,12923,1893,818,1681,3308,2009
2025-07-13,50957,19906,7120,2024,23931,21907,387,5145,16375,506337569,73033,36760,36273,41650,14719,2603,9773,5311,28453,979,2432,385,1484,1977
2025-07-20,42771,21486,17934,1663,3351,1688,1243,121,324,506337893,40239,24470,15769,23389,6510,1479,8940,6091,7249,477,30,1990,3222,2001
2025-07-27,24490,10465,10683,970,3342,2372,667,443,1262,506339155,39157,24585,14572,19628,7397,745,4158,3027,5051,1206,183,1300,2239,1918
2025-08-03,60217,27233,13686,3244,19298,16054,708,4176,11170,506350325,85910,56348,29562,44572,16075,2288,13618,5058,19327,1711,598,1189,1562,1939
2025-08-10,32847,14731,18908,1750,-792,-2542,840,0,-3382,506346943,49426,34196,15230,26771,6748,1205,8339,3146,10158,683,0,1353,3390,2033
2025-08-17,21302,9915,8311,770,3076,2306,383,348,1575,506348518,28882,13863,15019,16363,8176,1444,5209,1509,6649,779,180,862,1194,2045
2025-08-24,33266,17402,9601,1109,6263,5154,550,1115,3489,506352007,49879,30667,19212,21164,10800,2243,9001,4906,8623,2325,262,1280,2361,1911
2025-08-31,71731,39176,12637,2846,19918,17072,923,3574,12575,506364582,70201,36384,33817,39454,16313,4795,15623,6785,18073,2736,1267,1041,2888,1983
2025-09-07,55262,23846,10397,2371,21019,18648,1079,4673,12896,506377478,63187,38110,25077,31357,13774,1636,12592,6658,7796,2693,812,782,2183,1951
2025-09-14,34277,17670,23177,1012,-6570,-7582,797,0,-8379,506369099,51878,28159,23719,25427,11404,2491,9308,3524,16477,2328,0,1805,5564,1939
2025-09-21,34423,17312,9623,1782,7488,5706,526,1441,3739,506372838,35840,25021,10819,17375,5795,2299,7372,3553,4961,1753,321,1394,1463,1990
2025-09-28,35048,16287,10642,1383,8119,6736,727,1450,4559,506377397,33463,20703,12760,16793,7054,1081,8946,2539,9275,1356,513,914,2502,2034
2025-10-05,92327,49968,14513,3080,27846,24766,2076,5885,16805,506394202,134030,91911,42119,78945,25203,6851,19868,9945,29539,4602,1107,731,2159,2002
2025-10-12,47409,18494,8865,1151,20050,18899,1080,3360,14459,506408661,70395,45791,24604,35876,11541,1428,10082,5239,15518,1733,1021,1136,1861,1965
2025-10-19,48979,18213,11709,1448,19057,17609,309,3431,13869,506422530,49658,33314,16344,29330,7881,1058,12932,2802,7558,857,2069,1404,2464,2008
2025-10-26,63210,32919,13244,3664,17047,13383,1675,2995,8713,506431243,94691,61012,33679,41291,14587,3808,11139,6944,18798,3548,1092,832,1361,1966
2025-11-02,46816,20497,11350,1508,14969,13461,770,2312,10379,506441622,64641,34761,29880,35218,13172,2365,9400,3171,15610,3219,1517,1685,1750,2007
2025-11-09,39039,20277,11406,1044,7356,6312,451,1534,4327,506445949,49348,23467,25881,27756,13942,1206,7169,4170,12150,1416,344,1264,1174,2058
2025-11-16,40768,21551,10193,1567,9024,7457,450,1271,5736,506451685,60385,30863,29522,32356,17223,1765,8311,3791,21376,2352,381,1020,2544,1886
2025-11-23,43665,15828,7259,1410,20578,19168,746,4527,13895,506465580,52113,21162,30951,27171,14823,2363,8059,2973,16768,1553,1394,640,859,2031
2025-11-30,45117,23763,12708,966,8646,7680,1226,1397,5057,506470637,46732,26039,20693,23972,9022,2800,10689,6693,14824,1275,503,1777,2306,1916
2025-12-07,62433,27450,23587,2056,11396,9340,903,2035,6402,506477039,68639,37856,30783,39274,14068,3377,16840,5913,10854,1813,432,1755,5156,2056
2025-12-14,48541,21945,12138,2027,14458,12431,1153,2815,8463,506485502,60852,33930,26922,34341,13219,1564,13009,4193,9975,1837,1044,954,1580,1965
2025-12-21,64889,30843,14070,2730,19976,17246,482,3592,13172,506498674,82534,57131,25403,35032,11638,1785,13281,7353,20034,2037,1135,876,2431,1937
2025-12-28,47682,25523,16751,1634,5408,3774,806,566,2402,506501076,69802,47007,22795,39767,10183,1983,14224,4372,13538,2789,165,2109,3201,2035
